JobId,Source,CollectedDate,JobTitle,CompanyName,RatingNumber,PostedDate,Posted_Date_N,Salary,jobURL,fullJobDescribtion,Size,Type_Of_Ownership,Sector,Founded,Industry,Revenue,hourly,avg_salary,company_text,job_state,job_city,age_company,job_simp,seniority,desc_len,Machine_Learning,Python,Spark,Hadoop,Plarform,ETL,Sql,Security,PHD,Excel,Aws,PyTorch,TensorFlow,Tableau,Keras,Deep_Learning,Machine_Deep
1008266055464,Glassdoor,2022-11-09,Jr. Data Scientist (Remote),"RELX
3.9",3.9,24h,2022-10-16,$54K - $77K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1136043&s=58&guid=000001845d84eb5da46a3099140d4cb8&src=GD_JOB_AD&t=SR&vt=w&cs=1_74590e7f&cb=1668016304025&jobListingId=1008266055464&jrtk=3-0-1gheo9r3jj4ji801-1gheo9r47grgv800-345ac843ddde8550-,position home based anywhere us candidates must able work eastern standard business hours junior data scientist responsible model attribute validation development post implementation across insurance services includes maintenance score calculations filter rules file transmission requirements creation test plans technical documentation understanding product purpose drawing appropriate conclusions make recommendations resolution issues discovered quality review process interfaces modeling technology personnel assure timely accurate attributes models assists automated solutions routine validations order gain efficiencies follows analytical programming guidelines standards best practices defines thorough objectives conducts manipulation reporting exploratory analysis ai ml techniques support developing supporting new products validating existing performance ability find hidden large sets stakeholders improve outcomes manages tasks independently completes efficiently embraces team collaboration multiple concurrent projects present effort results manner audience level willing ask help others necessary qualifications bachelor degree mathematics statistics engineering economics computer science related field master preferred years experience analytics quantitative reasoning similar knowledge desire learn tools platforms languages python sql r pyspark mysql aws azure powerbi equivalent manipulating merging distributed computing environment working methods plus excellent oral written communication skills including describe statistical non audiences strong attention detail follow task completion player constructive considerate inputs positively influence confident speaker even difficult situations multi negotiate changing priorities responsibilities basic potential impacts assumptions limitations li ch remote equal opportunity employer qualified applicants considered treated employment without regard race color creed religion sex national origin citizenship status disability protected veteran age marital sexual orientation gender identity genetic information characteristic law individual disabled needs reasonable accommodation use access online system please contact accommodations relx com may also read candidate privacy policy,10000+ Employees,company public,information technology,1880.0,information technology support services,$10+ billion (USD),0,65.5,RELX , GA,Alpharetta,142,data scientist,jenior,2256,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0
1008266830132,Glassdoor,2022-11-09,Data Scientist - REMOTE,"John Deere
4.1",4.1,24h,2022-10-16,$86K - $129K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1136043&s=58&guid=000001845d84eb5da46a3099140d4cb8&src=GD_JOB_AD&t=SR&vt=w&cs=1_ad290df4&cb=1668016304026&jobListingId=1008266830132&jrtk=3-0-1gheo9r3jj4ji801-1gheo9r47grgv800-520d0f5bf11ec592-,billion people planet many moving urban centers unprecedented rate making sure enough food fiber infrastructure rapidly growing world john deere investing technology like never brightest minds tackling biggest challenges believe one person make better place put work right equal opportunity employer qualified applicants receive consideration employment without regards among things race religion color national origin sex age sexual orientation gender identity expression status protected veteran individual disability primary location united states us illinois moline function data analytics ca title scientist remote onsite position eligible present time arrangement may delayed training job acclimation purposes remains subject change visa sponsorship available responsibilities company headquarters located il use good statistical science provide reporting analysis advice business stakeholders order fulfillment area tactfully clearly communicate results effectively variety backgrounds independently query programming visualization tasks excellent documentation requirement documents open learning teaching opportunities skills need required experiences passing score hackerrank test administered adps experience r sql fluent understanding methods knowledge tableau powerbi communication teamwork makes stand desired databricks python product structure geography ag turf industry processes education masters degree statistics strong bs acceptable mathematics course economics get empowered create career take want go working inclusive team environment enjoy freedom explore new projects support think outside box advanced tools foster innovation achievement additionally offer comprehensive reward package help started path including flexible arrangements highly competitive base pay performance bonuses savings retirement benefits k defined benefit pension healthcare generous contribution health account adoption assistance employee programs tuition fitness subsidies site gyms specific locations charitable match purchase plan numerous discount personal click find total rewards information contained herein intended exhaustive list qualifications individuals performing detailed description considered minimum requirements necessary perform rather guidelines terms applicable plans actions administering interpreting continue control reserves suspend amend modify terminate manner eliminate cost sharing participants changes made action board directors extent authorized resolution compensation committee event conflict language official document aca section nondiscrimination notice salaried employees wage comply federal civil rights laws discriminate basis,10000+ Employees,company public,manufacturing,1837.0,machinery manufacturing,$10+ billion (USD),0,107.5,John Deere , IL,Moline,185,data scientist,na,2670,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0
1008124177255,Glassdoor,2022-11-09,"Associate Data Scientist, 2023 Graduate","Atlassian
4.7",4.7,30d+,2022-10-10,$99K - $144K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=1136043&s=58&guid=000001845d84eb5da46a3099140d4cb8&src=GD_JOB_AD&t=SR&vt=w&cs=1_bb302c93&cb=1668016304027&jobListingId=1008124177255&jrtk=3-0-1gheo9r3jj4ji801-1gheo9r47grgv800-227657f7f2463141-,working atlassian hire people country legal entity assuming eligible rights sufficient time zone overlap team choose work remotely return office reopen unless necessary role performed interviews onboarding conducted virtually part distributed first company future join start career us impact millions users collaborate use software amazing thinkers like nasa rocket scientists tesla engineers coming solutions business developing help teams everywhere get ideas ground world sound exciting place encouraged imagination try new things guided core values supported best minds tech report one analytics managers within marketing organization visa sponsorship unfortunately offer u f opt j tn h b student graduates partners identify high opportunities align data science priorities partner strategy improve user journey customer value managing large volumes understand insightful trends guide measurement culture including designing analyzing experiments feature launches envision scope implement projects collaborating research share quality recommendations multiple levels leadership important decisions shape overall strategies foster class leading example education creation self service tools make lasting change background must currently enrolled full degree program graduating december june experience sql programming languages dashboard tableau micro powerbi commit hrs week passion expressed previous internships publications please note open entry level candidates less year professional include co ops great required machine learning predictive modeling general understanding supervised optimization statistical analysis translate problems technical perks benefits support play ample annual budget paid volunteer days much better together medicine space travel disaster response pizza deliveries products planet motivated common goal unleash potential every believe unique contributions atlassians create success ensure continue incorporate everyone perspectives never discriminate based race religion national origin gender identity expression sexual orientation age marital veteran disability status information kept confidential according eeo guidelines learn hiring process explore candidate resource hub,5001 to 10000 Employees,company public,information technology,2002.0,software development,Unknown / Non-Applicable,0,121.5,Atlassian , CA,Mountain View,20,data scientist,na,2215,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1008266687928,Glassdoor,2022-11-09,Data Scientist,"Microsoft
4.4",4.4,24h,2022-10-16,$114K - $164K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=1136043&s=58&guid=000001845d84eb5da46a3099140d4cb8&src=GD_JOB_AD&t=SR&vt=w&cs=1_dc13c875&cb=1668016304028&jobListingId=1008266687928&jrtk=3-0-1gheo9r3jj4ji801-1gheo9r47grgv800-a38a4994b175a71a-,alignment microsoft values committed cultivating inclusive work environment employees positively impact culture every day cloud operations + innovation co team behind one world largest infrastructures responsible powering online products services well first mission focus smart growth high efficiency delivering trusted experience customers partners worldwide looking passionate energy program managers help achieve want fundamental deployed operated globally involved strategically important teams strong technical business acumen leadership creativity box thinking skills bring table job exceptional manager whose main task collaborate engineering build solutions improve data center delivery cycle time senior partner various develop requirements standardize input optimize algorithms quality check responsibilities clean analyze mine visualize variety identify opportunities insights anomalies understand problems use mathematical frameworks deliver machine learning models used solve set large complex pipelines qualifications bachelor degree computer science mathematics equivalent years driving execution hyper scale groups preferred professional pm certification esi pmp pmi prince cleansing normalization excellent interpersonal communication presentation ability navigate ambiguity challenges operate fast paced python power bi coding skill sql database architecture ideal candidate possesses following mba advanced setting building maintaining production starting analytic projects collaborating across global functions solving using techniques available search terms scientist analyst datacenter meet customer government security screening required role include limited specialized screenings background position pass upon hire transfer two thereafter coicareers equal opportunity employer qualified applicants receive consideration employment without regard age ancestry color family medical care leave gender identity expression genetic information marital status condition national origin physical mental disability political affiliation protected veteran race religion sex including pregnancy sexual orientation characteristic applicable laws regulations ordinances also consider regardless criminal histories consistent legal need assistance reasonable accommodation due application recruiting process please send request via form benefits perks listed may vary depending nature country,10000+ Employees,company public,information technology,1975.0,computer hardware development,$10+ billion (USD),0,139.0,Microsoft , WA,Redmond,47,data scientist,na,2403,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
1008266764955,Glassdoor,2022-11-09,Data Scientist,"CVS Health
3.1",3.1,24h,2022-10-16,$60K - $129K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=1136043&s=58&guid=000001845d84eb5da46a3099140d4cb8&src=GD_JOB_AD&t=SR&vt=w&cs=1_6712e516&cb=1668016304028&jobListingId=1008266764955&jrtk=3-0-1gheo9r3jj4ji801-1gheo9r47grgv800-7c8bce8fa42c6198-,develops validates executes algorithms predictive models investigate problems detect patterns recommend solutions explores examines interprets large volumes data various forms performs analyses structured unstructured solve moderately complex business utilizing advanced statistical techniques mathematical structures pipelines organize collect standardize helps generate insights addresses reporting needs uses visualization effectively communicate analytical results support decisions creates evaluates assigned projects assures integrity existing recommends additional sources improvements documents including objectives gathering processing detailed set metrics pay range typical role minimum maximum please keep mind represents positions job grade within position falls actual salary offer take account wide factors location required qualifications + years relevant analytic experience programming using python r considered sql preferred demonstrates good written verbal communication skills able present information audiences resolves roadblocks occur proficiency several areas modeling machine learning analysis engineering ability work sets multiple education bachelor degree equivalent mathematics statistics computer science analytics economics physics related discipline master overview bring heart cvs health every one us shares single clear purpose bringing moment guides commitment deliver enhanced human centric care rapidly changing world anchored brand center sends personal message services important behaviors want everyone works feel empowered play transforming culture accelerating innovate make convenient affordable strive promote sustain diversity inclusion belonging day affirmative action employer equal opportunity physician owned businesses provides management discriminate recruiting hiring promotion personnel based race ethnicity color national origin sex gender sexual orientation identity expression religion age disability protected veteran status characteristic applicable federal state local law,10000+ Employees,company public,healthcare,1963.0,health care services hospitals,$10+ billion (USD),0,94.5,CVS Health ,Illinois,Illinois,59,data scientist,na,2031,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1008258790602,Glassdoor,2022-11-09,Data Scientist or Bioinformatician (remote),"UT Southwestern Medical Center
3.9",3.9,4d,2022-11-05,$67K - $120K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1136043&s=58&guid=000001845d84eb5da46a3099140d4cb8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e6b11a7a&cb=1668016304030&jobListingId=1008258790602&jrtk=3-0-1gheo9r3jj4ji801-1gheo9r47grgv800-7ee7952aee9a5ff3-,center information quantitative biomedical research qbrc well established ut southwestern medical utsw aims foster collaborations involving methods technologies aspect particularly understanding disease etiologies developing treatment prevention strategies currently six faculty members around staff postdocs student assistants actively recruiting new join dynamic group position title data scientist ii iii computational biologist postdoctoral fellow bioinformatics biostatistics duties responsibilities scientists projects include novel method analysis integration multiple omics single cell genomics transcriptome assembling statistical analyses big clinical application machine learning deep real problems great opportunities collaborate outstanding investigators work exciting provides friendly collaborative integrative training environment state art facilities qualifications candidates doctoral degree either one following fields including genetics computer science biology related field programming skills python perl r preferred experience highly websites https swmed edu deadline filled western affirmative action equal opportunity employer women minorities veterans individuals disabilities encouraged apply job types full time contract pay per year benefits k matching dental insurance employee discount flexible schedule health life paid referral program retirement plan tuition reimbursement vision monday friday supplemental bonus commission signing education doctorate linux years location remote,10000+ Employees,hospital,healthcare,1943.0,health care services hospitals,$1 to $5 billion (USD),0,93.5,UT Southwestern Medical Center ,Remote,Remote,79,data scientist,na,1513,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1008268534958,Glassdoor,2022-11-09,Remote Data Scientist,"Saint-Gobain
4.0",4.0,24h,2022-10-16,$84K - $129K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=000001845d84eb5da46a3099140d4cb8&src=GD_JOB_AD&t=SR&vt=w&cs=1_3d1a1b64&cb=1668016304030&jobListingId=1008268534958&jrtk=3-0-1gheo9r3jj4ji801-1gheo9r47grgv800-7a953f2779cf9581-,job summary matters saint gobain certainteed seeking talented data scientist join diverse analytics team create unique solutions complex problems ideal candidate curious possess creative problem skills excellent communicator opportunities projects exist wide range functional business areas manufacturing operations industry iiot maintenance energy utilization supply chain marketing finance duties responsibilities overview drive discussions focused creating value advanced analytical techniques analyze implement algorithms models using statistical mathematical methods statistics machine learning mining econometrics research utilize array technologies tools deliver insights r python spark hadoop sas qlikview interactive notebooks operationalize publish monitor successful travel sometimes see process ball one sites try keep less required qualifications matter bring minimum smart driven extremely skilled creatively solving right amount curiosity skepticism build strong relationships stakeholders customers colleagues suppliers communicate findings technical non audiences clear actionable manner code necessarily software developer science fundamentals extracting cleaning preparing modeled get write queries always degree great perhaps completed targeted boot camp online moocs spirit desire innovate desirable comfortable messy self sufficient iterating quickly exploratory analysis stage appropriate reach subject experts help clarity demonstrated expertise hypothesis testing applied optimization simulation compelling visualizations share story e g ggplot seaborn power bi tableau qlik sense microstrategy descriptive diagnostic prefer play predictive prescriptive space experience big systems hive impala pride reproducible jupyter markdown beaker designing efficient programming languages matlab knime changed behavior apis deployed production financial accounting read p l income statement additional requirements preferred nice construction products building materials real time streaming storm kafka knowledge sap erp applications processes constructs apply management global sustainment project planning monitoring agile scrum principles confluence jira basic web development html css js devops scare command line scripting ability work linux environment iot hmi scada mes sensors comfort version control practices engaging shiny django dc bonus points portfolio show us github stack overflow username public works websites analyses contributed open source contribution application package information perks provide options fit lives total rewards program customizable accommodate needs menu flexible includes limited healthcare medical vision prescription dental family focus balance parental leave paid employee assistance security competitive k company funded retirement accumulation plan stock purchase peg tuition reimbursement continuing education every season career pet insurance discount furry friends recognition programs perkspot exclusive stop marketplace livewell rewarding living healthy lifestyle employees belonging organization whose culture made core values trust empowerment collaboration encourages diversity inclusion forms make world beautiful safer sustainable home legal provides equal employment eeo applicants without regard race color religion sex gender sexual orientation identity expression national origin age disability genetic marital status amnesty covered veteran accordance applicable federal state local laws opportunity employer individuals disabilities supports hiring veterans,10000+ Employees,company public,manufacturing,1665.0,machinery manufacturing,$10+ billion (USD),0,106.5,Saint-Gobain , AR,Malvern,357,data scientist,na,3536,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0
1008259155035,Glassdoor,2022-11-09,Data Scientist I,"Truist Financial
3.5",3.5,4d,2022-11-05,$91K - $122K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1136043&s=58&guid=000001845d84eb5da46a3099140d4cb8&src=GD_JOB_AD&t=SR&vt=w&cs=1_4c11ac23&cb=1668016304030&jobListingId=1008259155035&jrtk=3-0-1gheo9r3jj4ji801-1gheo9r47grgv800-33c72ac662489688-,position described want apply click button top bottom page required create account sign existing one need help disability assistance application request reasonable accommodation send email accessibility requests inquiries receive response regular temporary language fluency english work shift st united states america please review following job description perform sophisticated analytics statistical predictive machine learning modeling etc provide actionable insights improve business outcomes minimize risk also consultation leaders stakeholders leverage build strategies around independently performs data ranging classical econometrics neural networks natural processing variety environments using structured unstructured produces compelling visualizations communicate influence among wide array takes accountability ownership end science solution design technical delivery measurable outcome engages stakeholder meetings identify objectives scope requirements write document deploy custom code python sas r applications use maintain share collaborate truist internal repositories foster continual cross pollination skillsets actively researches advocates adoption emerging methods technologies field eye continually advancing capabilities exercises sound judgment fosters management culture throughout development deployment practices partner functional teams coordinate rules usage governance must bachelor degree statistics mis related analytic educational background included demonstrated experience applying understanding including broad probability theory time series primary tests linear algebra concepts optimization complex matrix operations eigenvalue decompositions principal components demonstrating working knowledge calculus differential equations stochastic processes cleansing preparation methodologies regex filtering indexing interpolation outlier treatment extraction sql jquery managing multiple projects tight deadlines collaborative environment utilizing hadoop hive nosql spark pig may eligible remotely based reports offices atlanta ga available travel regularly reviews manager project within hours notice supports diverse workforce equal opportunity employer discriminate individuals basis race gender color religion citizenship national origin age sexual orientation identity veteran status classification protected law drug free workplace eeo pay transparency nondiscrimination provision e verify,10000+ Employees,company public,financial services,2019.0,investment asset management,$5 to $10 billion (USD),0,106.5,Truist Financial , GA,Atlanta,3,data scientist,na,2430,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1008258872185,Glassdoor,2022-11-09,Data Scientist,"Bayer
4.2",4.2,4d,2022-11-05,$82K - $117K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1136043&s=58&guid=000001845d84eb5da46a3099140d4cb8&src=GD_JOB_AD&t=SR&vt=w&cs=1_d3a8cfb1&cb=1668016304031&jobListingId=1008258872185&jrtk=3-0-1gheo9r3jj4ji801-1gheo9r47grgv800-e862b3f06d5395ca-,bayer visionaries driven solve world toughest challenges striving health hunger none longer dream real possibility energy curiosity sheer dedication always learning unique perspectives around us expanding thinking growing capabilities redefining impossible many reasons join hungry build varied meaningful career community brilliant diverse minds make difference one choice data scientist tasks responsibilities primary role manage cross functional projects identify best use environmental layers integrate predictive models particular focus crop performance location optimization growth machine statistical modeling conduct analysis high dimensional multi layered experimental cutting edge iot sensors deployed open field protected environments develop framework clustering classification characterization optimize testing footprint product using soil properties climatological dataset contribute substantially key interdisciplinary science esp create novel scientific insights starting points analyzing global scale improve efficiencies teach concepts increased precision efficiency collaboration group geneticists scientists breeder maintain productive relationships stakeholders across research development r enterprise parts vegetable seeds necessary automate analytics workflows leverage insight phenotypic sets assets remote work available reside united states domestice relocation assistance would like relocate visa sponsorship success demonstration life leadership integrity flexibility values specifically related position seeks incumbent possesses following required qualifications ph master degree least two years experience bachelor five applied mathematics another highly discipline excellent understanding principles algorithms methods model evaluation sufficient geospatial structures spatial proficiency programming manipulation programing language python sql extensive knowledge artificial intelligence including pipelines demonstrated ability environment advanced amazon web services cloud platforms coding practices version control documentation adapt changing ambiguous situations visionary mindset think act strategically combined execution orientation problems structure simplify complex international dynamic team application offers wide variety competitive compensation benefits programs meet requirements opportunity want impact mission better encourage apply part something bigger recruitment agencies accept unsolicited third party resumes equal employer disabled veterans committed providing access reasonable accommodations process individuals disabilities encourages applicants request needed accommodation contact information important note potential candidates expects employees fully vaccinated covid active also expected disclose vaccination status provide proof occupational medicine defines alignment cdc weeks completing dose vaccine regimen additionally comply state local customer missouri chesterfield california woodland residence based division reference code email hrop usa com,10000+ Employees,company public,pharmaceutical biotechnology,1863.0,biotech pharmaceuticals,$10+ billion (USD),0,99.5,Bayer , MO,Chesterfield,159,data scientist,na,3022,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
1008264274338,Glassdoor,2022-11-09,Senior Data Scientist,"Microsoft
4.4",4.4,1d,2022-11-08,$112K - $218K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1136043&s=58&guid=000001845d84eb5da46a3099140d4cb8&src=GD_JOB_AD&t=SR&vt=w&cs=1_e5a573cd&cb=1668016304031&jobListingId=1008264274338&jrtk=3-0-1gheo9r3jj4ji801-1gheo9r47grgv800-78334e8e7d5defdb-,want leading edge using big data help drive development decisions biggest productivity software planet office product group core apps like word excel powerpoint planner forms embarked mission delight customers driven engineering develop compelling products services looking experienced scientist passion causal machine learning role act tech lead ml within partnering microsoft research chief economist goals include measure impact ai premium features across suite leverage petabytes economic statistical modeling experimentation quantify user engagement satisfaction growth involves working application teams project onenote outlook scientists engineers program managers continuously improve understanding feature usage retention strong senior proven track record decision making ideal candidates able identify business problem translate science dig sources conduct analysis including solving complex problems strategic thinking also work pms operationalize solutions responsibilities skills identifies integrates multiple types applies expertise source methods compensate limitations extend applicability develops necessary tools pipelines efficiently collect clean prepare massive volumes transforms formulated implementation plans experiments applying creating appropriate algorithms statistically validating results biases errors interprets insights customer context provides guidance risks presents findings leadership incorporates feedback analyses acquires uses broad knowledge innovative scientific literature scalability validates monitors drives continuous improvement proposes enhancements usability works collaboratively needs metrics implement identifying obtaining qualifications requirements + years industry experience mining real world models deep inference proficiency one following r sas etc scripting languages perl python scala sql solid foundation experimental design preferred spark pyspark typical base pay range u usd per year different ranges locations united states allows us employees competitively consistently geographic markets see reflects potential except noted applicable depend ultimately determined candidate primary location individual depends various factors addition complexity responsibility job duties relevant reviewed typically updated offers made time certain roles eligible additional rewards merit increases annual bonus stock awards allocated based performance opportunity earn sales incentives revenue utilization depending terms plan employee benefits perks listed may vary nature employment country access healthcare k company match short term long disability coverage basic life insurance wellbeing among others specific san francisco bay area new york city metropolitan equal employer qualified applicants receive consideration without regard age ancestry color family medical care leave gender identity expression genetic information marital status condition national origin physical mental political affiliation protected veteran race religion sex pregnancy sexual orientation characteristic laws regulations ordinances consider regardless criminal histories consistent legal need assistance reasonable accommodation due recruiting process please send request via form,10000+ Employees,company public,information technology,1975.0,computer hardware development,$10+ billion (USD),0,165.0,Microsoft , WA,Redmond,47,data scientist,senior,3223,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1
